-10.0 -10.0 4.47312515935e-05 0.000132371323984 0.000139725535319
-10.0 -8.0 9.93257201354e-05 0.000173350690402 0.0001997907834
-10.0 -6.0 0.000190125411172 0.000206569515567 0.000280747320349
-10.0 -4.0 0.000315363602266 0.000203647739405 0.00037540246765
-10.0 -2.0 0.000438747284356 0.000132985715789 0.000458458890939
-10.0 0.0 0.000492589427297 5.6158284403e-19 0.000492589427297
-10.0 2.0 0.000438747284356 -0.000132985715789 0.000458458890939
-10.0 4.0 0.000315363602266 -0.000203647739405 0.00037540246765
-10.0 6.0 0.000190125411172 -0.000206569515567 0.000280747320349
-10.0 8.0 9.93257201354e-05 -0.000173350690402 0.0001997907834
-10.0 10.0 4.47312515935e-05 -0.000132371323984 0.000139725535319
-8.0 -10.0 2.12438600303e-05 0.000174368368733 0.000175658559951
-8.0 -8.0 8.79539218904e-05 0.00025830125266 0.000272866428865
-8.0 -6.0 0.000231709266424 0.000356654614258 0.000425315122545
-8.0 -4.0 0.00048678965507 0.00041081983591 0.000636976272394
-8.0 -2.0 0.000798976280734 0.000304547193339 0.000855051463683
-8.0 0.0 0.000954107065192 -9.4698283503e-19 0.000954107065192
-8.0 2.0 0.000798976280734 -0.000304547193339 0.000855051463683
-8.0 4.0 0.00048678965507 -0.00041081983591 0.000636976272394
-8.0 6.0 0.000231709266424 -0.000356654614258 0.000425315122545
-8.0 8.0 8.79539218904e-05 -0.00025830125266 0.000272866428865
-8.0 10.0 2.12438600303e-05 -0.000174368368733 0.000175658559951
-6.0 -10.0 -3.13607816436e-05 0.000209718868523 0.000212051730782
-6.0 -8.0 2.30757469298e-05 0.000361047371099 0.000361785821774
-6.0 -6.0 0.000211482556352 0.000611027126274 0.000646593153046
-6.0 -4.0 0.000722387376014 0.000902659183006 0.00115613371347
-6.0 -2.0 0.00164005676245 0.000844932850146 0.00184491320971
-6.0 0.0 0.00222159331899 -1.00458107544e-18 0.00222159331899
-6.0 2.0 0.00164005676245 -0.000844932850146 0.00184491320971
-6.0 4.0 0.000722387376014 -0.000902659183006 0.00115613371347
-6.0 6.0 0.000211482556352 -0.000611027126274 0.000646593153046
